1.2.1.104	pyruvate dehydrogenase system	Homo sapiens	P08559 i.e. subunit PdhA1, cf. EC 1.2.4.1, P11177 i.e. subunit PdhB1, cf. EC 1.2.4.1, O00330 i.e. subunit PdhX, P10515 i.e. subunit DlaT, cf. EC 2.3.1.12, P09622 i.e. subunit Dld, cf. EC 1.8.1.4, respectively	758755, 759077, 760048, 760089	
1.2.1.104	pyruvate dehydrogenase system	Homo sapiens	P09622 i.e. E3 subunit, dihydrolipoyl dehydrogenase, cf. EC 1.8.1.4	758720	
1.2.1.105	2-oxoglutarate dehydrogenase system	Homo sapiens	-	349038, 349042, 656174, 656591, 671961, 672280, 676088, 676319, 685378, 689950, 699659, 759549, 763003	
1.2.1.105	2-oxoglutarate dehydrogenase system	Homo sapiens	A0A024R713 i.e dihydrolipoyl dehydrogenase component E3, cf. EC 1.8.1.4, A0A024R6C9 i.e. dihydrolipoyllysine-residue succinyltransferase component E2, cf. EC 2.3.1.61	758854, 759491	
1.2.1.105	2-oxoglutarate dehydrogenase system	Homo sapiens	A0A024R713 i.e dihydrolipoyl dehydrogenase component E3, cf. EC 1.8.1.4, A0A024R6C9 i.e. dihydrolipoyllysine-residue succinyltransferase component E2, cf. EC 2.3.1.61, Q02218 i.e. 2-oxoglutarate dehydrogenase component hE1o, cf. EC 1.2.4.2	759216	
1.2.1.105	2-oxoglutarate dehydrogenase system	Homo sapiens	E1 component of the 2-oxoglutarate dehydrogenase complex, cf. EC 1.2.4.2	759216	
1.2.1.105	2-oxoglutarate dehydrogenase system	Homo sapiens	enzyme E2 is a component of the 2-oxoglutarate dehydrogenase multienzyme complex	656265	
1.2.1.105	2-oxoglutarate dehydrogenase system	Homo sapiens	enzyme is part of the alpha-ketoglutarate dehydrogenase complex KGDHC	654854	
1.2.1.105	2-oxoglutarate dehydrogenase system	Homo sapiens	i.e. ODGH, component E1 of the complex, cf. EC 1.2.4.2	758747	
1.2.1.105	2-oxoglutarate dehydrogenase system	Homo sapiens	Q02218 i.e. component E1, cf. EC 1.2.4.2, P36957 i.e. component E2, cf. EC 2.3.1.61, P09622 i.e. component E3, cf. EC 1.8.1.4	759827	
1.2.1.105	2-oxoglutarate dehydrogenase system	Homo sapiens	Q96HY7 i.e. E1 component of the 2-oxoadipate dehydrogenase complex, Q02218 i.e. E1 component of the 2-oxoglutarate dehydrogenase complex, cf. EC 1.2.4.2	763053	
1.2.1.107	glyceraldehyde-3-phosphate dehydrogenase (arsenate-transferring)	Homo sapiens	-	761413, 761416	
1.2.1.11	aspartate-semialdehyde dehydrogenase	no activity in Homo sapiens	-	657153	
1.2.1.11	aspartate-semialdehyde dehydrogenase	no activity in Homo sapiens	and other mammals	741540	
1.2.1.12	glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)	Homo sapiens	-	287900, 287910, 287913, 287925, 287932, 287945, 287950, 287967, 654849, 654850, 654926, 657393, 671066, 671070, 672330, 673629, 673706, 676259, 684120, 684972, 685025, 685292, 685294, 686080, 686867, 687584, 687602, 688250, 688661, 695298, 695602, 695939, 696174, 696824, 697687, 698825, 698989, 699035, 699592, 700133, 700503, 712640, 724223, 725592, 741810, 741870, 741963, 742014, 742326, 742751, 742889, 743173, 743295, 743329, 743688, 743773, 763063, 763665	
1.2.1.12	glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)	Xanthomonas campestris	GAPDH is constitutively expressed	700056	
1.2.1.13	glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating)	Homo sapiens	-	672334, 676851	
1.2.1.18	malonate-semialdehyde dehydrogenase (acetylating)	Homo sapiens	-	689379	
1.2.1.19	aminobutyraldehyde dehydrogenase	Homo sapiens	-	288078	
1.2.1.23	2-oxoaldehyde dehydrogenase (NAD+)	Homo sapiens	-	288137, 288147	
1.2.1.24	succinate-semialdehyde dehydrogenase (NAD+)	Homo sapiens	-	288152, 288165, 288172, 288174, 655701, 675481, 676950, 689379, 690435, 697443, 698174, 699375, 699376, 699382, 700444, 710394, 710898, 741570, 743762, 763330, 763472	
1.2.1.24	succinate-semialdehyde dehydrogenase (NAD+)	Homo sapiens	complete sequence of cDNA clone H46643 with C538/transition; naturally occuring missense variants, which may significantly contribute to inter-individual variation of SSADH activity, possibly influencing endogenous level of 4-aminobutyric acid and 4-hydroxybutyric acid	656808	
1.2.1.24	succinate-semialdehyde dehydrogenase (NAD+)	Homo sapiens	single nucleotide polymorphism in the coding sequence as well as in the exons and the 5'-regulatory region of the succinic semialdehyde dehydrogenase gene can not be related to idiopathic generalized epilepsy or abnormal photoparoxysomal response	676180	
1.2.1.25	branched-chain alpha-keto acid dehydrogenase system	Homo sapiens	alpha and beta subunits of complex component E1 (BCKD), a tetramer (alpha2beta2), cf. EC 1.2.4.4	762596, 762713, 762780, 763513	
1.2.1.25	branched-chain alpha-keto acid dehydrogenase system	Homo sapiens	subunits BCKDHA and BCKDHB of the E1 component, cf. EC 1.2.4.4	763515	
1.2.1.27	methylmalonate-semialdehyde dehydrogenase (CoA-acylating)	Homo sapiens	-	390218, 390223, 725642	
1.2.1.3	aldehyde dehydrogenase (NAD+)	Homo sapiens	-	348683, 348686, 348688, 348690, 348692, 348694, 348705, 348718, 348719, 348720, 348721, 654424, 654655, 655317, 655948, 672038, 672209, 672780, 672818, 673059, 673291, 684721, 686331, 686531, 689316, 689379, 690896, 691044, 691603, 691867, 691973, 692225, 692542, 692583, 692780, 692781, 692988, 693946, 694110, 695926, 696996, 697114, 697280, 697567, 697569, 697802, 697845, 698765, 700321, 710796, 711691, 711740, 711836, 712375, 712435, 712497, 713544, 724459, 724665, 724716, 725451, 726464, 740072, 740355, 740442, 741427, 744371, 762790, 763348, 763362	
1.2.1.3	aldehyde dehydrogenase (NAD+)	Homo sapiens	isoenzyme E1, E2, and E3	348693	
1.2.1.3	aldehyde dehydrogenase (NAD+)	Homo sapiens	isoenzyme E3	348696	
1.2.1.3	aldehyde dehydrogenase (NAD+)	Homo sapiens	usual livers contains cytosolic ALDH1 and ALDH2, the atypical phenotype contains only the ALDH1 isoenzyme and immunologically cross-reactive material resulting from a mutation of the ALDH2 locus. 50% of orientals are atypical in respect to ALDH isoenzymes	348701, 348710	
1.2.1.31	L-aminoadipate-semialdehyde dehydrogenase	Homo sapiens	-	288186, 288202, 675897, 689379, 694191, 712017, 763029, 763341	
1.2.1.32	aminomuconate-semialdehyde dehydrogenase	Homo sapiens	-	763259	
1.2.1.36	retinal dehydrogenase	Homo sapiens	-	655948, 656611, 686690, 689379, 691121, 694144, 724697, 724722, 742258, 762790, 762796, 762833, 762901, 763150, 763348, 763529, 763530, 763752	
1.2.1.4	aldehyde dehydrogenase (NADP+)	Homo sapiens	-	673477, 688781	
1.2.1.41	glutamate-5-semialdehyde dehydrogenase	Homo sapiens	-	689379	
1.2.1.46	formaldehyde dehydrogenase	Homo sapiens	-	667724, 762614	
1.2.1.47	4-trimethylammoniobutyraldehyde dehydrogenase	Homo sapiens	-	689379, 743576, 762675, 762831, 763484	
1.2.1.48	long-chain-aldehyde dehydrogenase	Homo sapiens	-	390324, 655703, 656817, 670285, 693389, 724462, 725656, 743336	
1.2.1.48	long-chain-aldehyde dehydrogenase	Homo sapiens	Sjoegren-Larsson syndrome is caused by mutations in the ALDH3A2 gene. Diversity of mutations and polymorphisms in the fatty aldehyde dehydrogenase gene ALDH3A2	668881	
1.2.1.48	long-chain-aldehyde dehydrogenase	Homo sapiens	Sjögren-Larsson syndrome is caused by mutations in the ALDH3A2 gene that codes for FALDH	670286	
1.2.1.49	2-oxoaldehyde dehydrogenase (NADP+)	Homo sapiens	-	655211	
1.2.1.5	aldehyde dehydrogenase [NAD(P)+]	Homo sapiens	-	348784, 684721, 685040, 686531, 689379, 692251, 711110, 724720, 735898, 741087, 762790, 763348, 763529	
1.2.1.5	aldehyde dehydrogenase [NAD(P)+]	Homo sapiens	ALDH3	348782	
1.2.1.5	aldehyde dehydrogenase [NAD(P)+]	Homo sapiens	isoenzyme E1 and E2	348696	
1.2.1.65	salicylaldehyde dehydrogenase	Stenotrophomonas sp. RMSK	-	696505	
1.2.1.8	betaine-aldehyde dehydrogenase	Homo sapiens	-	390356	
1.2.1.8	betaine-aldehyde dehydrogenase	Homo sapiens	aldehyde dehydrogenase E3 isoenzyme is a betaine aldehyde dehydrogenase	390362	
1.2.1.84	alcohol-forming fatty acyl-CoA reductase	Homo sapiens	-	741434, 742849, 763306	
1.2.1.84	alcohol-forming fatty acyl-CoA reductase	Homo sapiens	FAR1	656242	
1.2.1.88	L-glutamate gamma-semialdehyde dehydrogenase	Homo sapiens	-	392039, 392064, 392066, 740061, 740251	
1.2.3.1	aldehyde oxidase	Homo sapiens	-	390371, 656366, 672548, 673058, 674374, 691701, 692568, 692569, 697588, 697933, 711834, 711839, 724829, 724832, 740025, 740354, 740850, 741471, 762534, 762552, 762671, 762715, 762959	
1.2.3.1	aldehyde oxidase	Homo sapiens	Japanese children	691884	
1.2.3.4	oxalate oxidase	Homo sapiens	-	763487	
1.2.4.1	pyruvate dehydrogenase (acetyl-transferring)	Homo sapiens	-	348917, 348922, 348923, 348983, 348987, 348993, 348995, 672086, 684365, 685160, 686772, 697756, 698954, 700236, 710839, 763312, 763321	
1.2.4.1	pyruvate dehydrogenase (acetyl-transferring)	Homo sapiens	P08559 i.e. pyruvate dehydrogenase E1 component subunit alpha, P11177 i.e. pyruvate dehydrogenase E1 component subunit beta	758719	
1.2.4.2	oxoglutarate dehydrogenase (succinyl-transferring)	Homo sapiens	-	740732, 756086, 759216, 762763, 762764, 762857, 763053	
1.2.4.2	oxoglutarate dehydrogenase (succinyl-transferring)	Homo sapiens	E1 component of the 2-oxoglutarate dehydrogenase complex	759216	
1.2.4.2	oxoglutarate dehydrogenase (succinyl-transferring)	Homo sapiens	Q96HY7 i.e. E1 component of the 2-oxoadipate dehydrogenase complex, Q02218 i.e. E1 component of the 2-oxoglutarate dehydrogenase complex	763053	
1.2.4.4	3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring)	Homo sapiens	-	349040, 349049, 349078, 349091, 655560, 656171, 656230, 657305, 657370, 673938, 674648, 675563, 675567, 677159, 686828, 687543, 725430	
1.2.4.4	3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring)	Homo sapiens	subunit alpha	763513	
1.2.4.4	3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring)	Homo sapiens	the lipoic acid-bearing domain is part of the E2 transacylase subunit of the branched-chain alpha-keto acid dehydrogenase complex	656045	
1.2.7.1	pyruvate synthase	Trichomonas vaginalis	-	725907	
1.2.7.1	pyruvate synthase	Trichomonas vaginalis	T016 isolate	740931	
1.2.98.1	formaldehyde dismutase	Homo sapiens	liver alcoholdehydrogenase class II, class I isoenzymes beta1,beta1 and gamma2,gamma2	390494	
1.20.4.1	arsenate reductase (glutathione/glutaredoxin)	Homo sapiens	glyceraldehyde-3-phosphate dehydrogenase working as arsenate reductase	677207	
1.20.4.2	methylarsonate reductase	Homo sapiens	-	287855, 658440, 658441	
1.20.4.2	methylarsonate reductase	Homo sapiens	isoforms GSTO1, GSTO2 and their natural polymorphisms. Enzyme has additionally thioltransferase, dehydroascorbate reductase and dimethylarsonate reductase activities	670490	
1.20.99.1	arsenate reductase (donor)	Homo sapiens	-	639373, 714217	
1.21.1.1	iodotyrosine deiodinase	Homo sapiens	-	703541, 703608, 704182, 728830, 733360, 744171, 744363	
1.21.1.1	iodotyrosine deiodinase	Homo sapiens	gene DEHAL1	733237, 733452, 734321	
1.21.99.3	thyroxine 5-deiodinase	Homo sapiens	-	644806, 644808, 658560, 659569, 689755, 697638, 697757, 744716	
1.21.99.3	thyroxine 5-deiodinase	Homo sapiens	5-deiodinase activity	644797	
1.21.99.3	thyroxine 5-deiodinase	Homo sapiens	congential hypothyroidism	697757	
1.21.99.3	thyroxine 5-deiodinase	Homo sapiens	gene DIO3	733907	
1.21.99.3	thyroxine 5-deiodinase	Homo sapiens	isozyme type III	644796, 644804, 644808	
1.21.99.3	thyroxine 5-deiodinase	Homo sapiens	three deiodinase isozymes Dio1, Dio2, and Dio3	718384	
1.21.99.4	thyroxine 5'-deiodinase	Homo sapiens	-	639405, 639409, 639412, 658555, 658556, 658557, 658560, 659156, 697638, 699169, 700172, 700176, 701298, 713763, 713764, 713974, 714839, 714894, 733218, 733735, 744792, 745770, 746225, 746231	
1.21.99.4	thyroxine 5'-deiodinase	Homo sapiens	patients with thyroglobulin transport defect	687956	
1.21.99.4	thyroxine 5'-deiodinase	Homo sapiens	three deiodinase isozymes Dio1, Dio2, and Dio3	718384	
1.21.99.4	thyroxine 5'-deiodinase	Homo sapiens	tye I enzyme DIO1	658560	
1.21.99.4	thyroxine 5'-deiodinase	Homo sapiens	tye II enzyme DIO2	658560	
1.21.99.4	thyroxine 5'-deiodinase	Homo sapiens	type I and type II enzyme isoforms	644806	
1.3.1.1	dihydropyrimidine dehydrogenase (NAD+)	Homo sapiens	-	349142, 349143, 656359, 685782, 685814, 685850, 686102, 686495, 686604, 686998, 687190, 688302, 689302, 689367, 689372, 712566	
1.3.1.1	dihydropyrimidine dehydrogenase (NAD+)	Homo sapiens	colorectal cancer patients treated with 5-fluorouracil	700571	
1.3.1.109	butanoyl-CoA dehydrogenase complex (NAD+, ferredoxin)	Syntrophomonas wolfei	-	734071	
1.3.1.12	prephenate dehydrogenase	Xanthomonas campestris	-	390513	
1.3.1.124	2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing]	Homo sapiens	-	390718, 654376, 656286, 758746, 758835, 759825, 760087	
1.3.1.124	2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing]	Homo sapiens	female, in the neonatal period	390717	
1.3.1.16	beta-nitroacrylate reductase	Homo sapiens	-	725531	
1.3.1.2	dihydropyrimidine dehydrogenase (NADP+)	Homo sapiens	-	349142, 349143, 349213, 349216, 349222, 349227, 349236, 654897, 670929, 672471, 673121, 689273, 712566, 740288, 740412	
1.3.1.2	dihydropyrimidine dehydrogenase (NADP+)	Homo sapiens	healthy Japanese volunteers	673116	
1.3.1.2	dihydropyrimidine dehydrogenase (NADP+)	Homo sapiens	patients who underwent curative resection for lung cancer	700526	
1.3.1.20	trans-1,2-dihydrobenzene-1,2-diol dehydrogenase	Homo sapiens	-	286128, 656043, 656885, 657392, 671358, 675089, 685913, 697571	
1.3.1.20	trans-1,2-dihydrobenzene-1,2-diol dehydrogenase	Homo sapiens	aldo-keto reductase family 1 member C1, AKR1C1	687141	
1.3.1.20	trans-1,2-dihydrobenzene-1,2-diol dehydrogenase	Homo sapiens	aldo-keto reductase family 1 member C2, AKR1C2	687141	
1.3.1.20	trans-1,2-dihydrobenzene-1,2-diol dehydrogenase	Homo sapiens	Cell lines constitutively overexpressing enzyme isoform 1 or 2	655159	
1.3.1.20	trans-1,2-dihydrobenzene-1,2-diol dehydrogenase	Homo sapiens	DD1, DD2	349259, 349262	
1.3.1.20	trans-1,2-dihydrobenzene-1,2-diol dehydrogenase	Homo sapiens	DD1, DD2, DD4, type 2 3alpha-hydroxysteroid/dihydrodiol dehydrogenase	349260	
1.3.1.20	trans-1,2-dihydrobenzene-1,2-diol dehydrogenase	Homo sapiens	DD1, DD4	349261	
1.3.1.20	trans-1,2-dihydrobenzene-1,2-diol dehydrogenase	Homo sapiens	DD2	349253	
1.3.1.20	trans-1,2-dihydrobenzene-1,2-diol dehydrogenase	Homo sapiens	DD4	349252, 349255	
1.3.1.20	trans-1,2-dihydrobenzene-1,2-diol dehydrogenase	Homo sapiens	patients with esophageal squamous cell carcinoma	655744	
1.3.1.20	trans-1,2-dihydrobenzene-1,2-diol dehydrogenase	Homo sapiens	patients with ovarian cancer	673903	
1.3.1.20	trans-1,2-dihydrobenzene-1,2-diol dehydrogenase	Homo sapiens	role of enzyme in formation of benzo[a]pyrene adducts	673371	
1.3.1.21	7-dehydrocholesterol reductase	Homo sapiens	-	349276, 349277, 349279, 656818, 656819, 673253, 725672, 725985, 740101, 740837, 740913, 741102, 741356, 763004, 763129	
1.3.1.21	7-dehydrocholesterol reductase	Homo sapiens	enzyme Dhcr7, gene dhcr7	654450	
1.3.1.21	7-dehydrocholesterol reductase	Homo sapiens	enzyme Dhcr7, no additional isoforms, no alternative splicing	654830	
1.3.1.21	7-dehydrocholesterol reductase	Homo sapiens	expression in Caenorhabditis elegans	671690	
1.3.1.21	7-dehydrocholesterol reductase	Homo sapiens	gene DHCR7	713070	
1.3.1.21	7-dehydrocholesterol reductase	Homo sapiens	gene dhcr7, enzyme DHCR7	654193	
1.3.1.21	7-dehydrocholesterol reductase	Homo sapiens	patient with Smith-Lemli-Opitz syndrome	675995	
1.3.1.21	7-dehydrocholesterol reductase	Homo sapiens	patients with Smith-Lemli-Opitz syndrome	672825, 676015	
1.3.1.22	3-oxo-5alpha-steroid 4-dehydrogenase (NADP+)	Homo sapiens	-	390655, 390656, 390657, 396199, 396202, 396206, 396207, 396208, 396211, 396215, 396216, 396217, 396218, 396219, 396221, 396222, 396223, 396224, 656458, 656656, 656681, 657214, 657354, 675475, 676930, 684816, 684907, 685576, 685587, 685780, 686279, 686332, 686575, 687319, 687958, 688684, 688718, 688719, 688720, 689849, 690116, 699215, 726288, 726491, 740941, 743212, 762902, 763501	
1.3.1.22	3-oxo-5alpha-steroid 4-dehydrogenase (NADP+)	Homo sapiens	2 isozymes 5alpha-R1 and 5alpha-R2	655182	
1.3.1.22	3-oxo-5alpha-steroid 4-dehydrogenase (NADP+)	Homo sapiens	gene SRD5A2	713595	
1.3.1.22	3-oxo-5alpha-steroid 4-dehydrogenase (NADP+)	Homo sapiens	gene SRD5A2; gene SRD5A2	712125	
1.3.1.22	3-oxo-5alpha-steroid 4-dehydrogenase (NADP+)	Homo sapiens	isoform 5alpha-SR2	723907	
1.3.1.22	3-oxo-5alpha-steroid 4-dehydrogenase (NADP+)	Homo sapiens	isoform I and II	656380	
1.3.1.22	3-oxo-5alpha-steroid 4-dehydrogenase (NADP+)	Homo sapiens	isoform SRD5A1	762972, 763398	
1.3.1.22	3-oxo-5alpha-steroid 4-dehydrogenase (NADP+)	Homo sapiens	isoform SRD5A2	762972, 763398	
1.3.1.22	3-oxo-5alpha-steroid 4-dehydrogenase (NADP+)	Homo sapiens	isoform SRDA2	726288	
1.3.1.22	3-oxo-5alpha-steroid 4-dehydrogenase (NADP+)	Homo sapiens	isoform SRDA3	726288	
1.3.1.22	3-oxo-5alpha-steroid 4-dehydrogenase (NADP+)	Homo sapiens	isoform steroid 5-alpha-reductase 1	724914	
1.3.1.22	3-oxo-5alpha-steroid 4-dehydrogenase (NADP+)	Homo sapiens	isoform steroid 5-alpha-reductase 2	724914	
1.3.1.22	3-oxo-5alpha-steroid 4-dehydrogenase (NADP+)	Homo sapiens	male and female, 2 isozymes 5alphaR-1 and 5alphaR-2	656656	
1.3.1.22	3-oxo-5alpha-steroid 4-dehydrogenase (NADP+)	Homo sapiens	patients with homocystic ovary syndrome, isoforms SRD5A1 and SRD5A2	669624	
1.3.1.22	3-oxo-5alpha-steroid 4-dehydrogenase (NADP+)	Homo sapiens	patients, median age 70, range 55-86 years	697392	
1.3.1.22	3-oxo-5alpha-steroid 4-dehydrogenase (NADP+)	Homo sapiens	recombinant isoforms 1 and 2, expressed in baculoviral system	656647	
1.3.1.22	3-oxo-5alpha-steroid 4-dehydrogenase (NADP+)	Homo sapiens CRL-1740	-	740941, 743212	
1.3.1.24	biliverdin reductase	Homo sapiens	-	437787, 437809, 437811, 437812, 437821, 437823, 655660, 656281, 657191, 666747, 674899, 676353, 684503, 685007, 686637, 687142, 688803, 689373, 689808, 698922, 698944, 699950, 701305, 701357, 711662, 711794, 711795, 711965, 712793, 713359, 724423, 724825, 724924, 724950, 725479, 725786, 740098, 740257, 740267, 740322, 740411, 740426, 740486, 740731, 740909, 741054, 741269, 741460, 763055, 763307	
1.3.1.24	biliverdin reductase	Homo sapiens	expression in 293A cell, increase in level of heme oxigenase 1 mRNA and protein	656218	
1.3.1.27	2-hexadecenal reductase	Homo sapiens	-	724703	
1.3.1.3	DELTA4-3-oxosteroid 5beta-reductase	Homo sapiens	-	390597, 685271, 687723, 702225, 705710, 706774, 725399, 726492, 763367, 763613	
1.3.1.3	DELTA4-3-oxosteroid 5beta-reductase	Homo sapiens	gene AKR1D1	724713	
1.3.1.3	DELTA4-3-oxosteroid 5beta-reductase	Homo sapiens	gene SRD5B1	704908	
1.3.1.34	2,4-dienoyl-CoA reductase [(2E)-enoyl-CoA-producing]	Homo sapiens	-	390725, 657265, 725482	
1.3.1.38	trans-2-enoyl-CoA reductase (NADPH)	Homo sapiens	-	390760, 656193, 740717, 740725	
1.3.1.38	trans-2-enoyl-CoA reductase (NADPH)	Homo sapiens	expression in Escherichia coli fused to maltose-binding protein	673644	
1.3.1.48	13,14-dehydro-15-oxoprostaglandin 13-reductase	Homo sapiens	-	390820, 390821, 390822, 390824, 744677, 746356	
1.3.1.6	fumarate reductase (NADH)	Homo sapiens	-	710873, 713389, 725318	
1.3.1.70	DELTA14-sterol reductase	Homo sapiens	-	672378	
1.3.1.70	DELTA14-sterol reductase	Homo sapiens	gene TM7SF2	711302	
1.3.1.70	DELTA14-sterol reductase	Homo sapiens	gene TM7SF2, enzyme SR-1	656304	
1.3.1.70	DELTA14-sterol reductase	Homo sapiens	human	288492	
1.3.1.70	DELTA14-sterol reductase	Homo sapiens	patient, mutant LBR	654166	
1.3.1.70	DELTA14-sterol reductase	Homo sapiens	patient, mutant TM7SF2	654166	
1.3.1.72	DELTA24-sterol reductase	Homo sapiens	-	654502, 682873, 688975, 690082, 712405, 724442, 724443, 725752, 726516, 744530, 744737, 745512, 745515, 745890, 746181, 746255, 746354	
1.3.1.72	DELTA24-sterol reductase	Homo sapiens	gene DHCR24	654165	
1.3.1.72	DELTA24-sterol reductase	Homo sapiens	human	288497	
1.3.1.74	2-alkenal reductase [NAD(P)+]	Homo sapiens	-	675296	
1.3.1.9	enoyl-[acyl-carrier-protein] reductase (NADH)	Xanthomonas oryzae	-	726284	
1.3.1.91	tRNA-dihydrouridine20 synthase [NAD(P)+]	Homo sapiens	-	711663, 743940, 745924	
1.3.1.93	very-long-chain enoyl-CoA reductase	Homo sapiens	-	745307	
1.3.1.94	polyprenol reductase	Homo sapiens	-	719256	
1.3.1.B13	polyprenol reductase (NADPH)	Homo sapiens	-	719256, 743987	
1.3.3.3	coproporphyrinogen oxidase	Homo sapiens	-	390945, 390948, 390951, 655119, 671195, 672533, 672822, 673936, 675776, 677031, 684418, 685536, 688811, 690136, 690137, 697204, 701321, 712835, 724548, 745239, 745755, 763670	
1.3.3.3	coproporphyrinogen oxidase	Homo sapiens	dentists and dental assistents	677201	
1.3.3.3	coproporphyrinogen oxidase	Homo sapiens	male dentists and female dental assistents	676196	
1.3.3.3	coproporphyrinogen oxidase	Homo sapiens	male patient with a typical attack of hepatic porphyria	672827	
1.3.3.3	coproporphyrinogen oxidase	Homo sapiens	patients with hereditary coproporphyria	697204	
1.3.3.3	coproporphyrinogen oxidase	Homo sapiens	precursor	675777, 677031	
1.3.3.3	coproporphyrinogen oxidase	Homo sapiens	swedish patients suffering hereditary coproporphyria HCP	656432	
1.3.3.4	protoporphyrinogen oxidase	Homo sapiens	-	390981, 390986, 391002, 391004, 391007, 391012, 654874, 655194, 655700, 671294, 672962, 686939, 689568, 696759, 697205, 697206, 711472, 712221, 724554, 725177, 726346, 744837, 745134, 746243	
1.3.3.4	protoporphyrinogen oxidase	Homo sapiens	healthy persons and finnish variegate porphyria patients	655497	
1.3.3.6	acyl-CoA oxidase	Homo sapiens	-	391049, 391063, 684293, 684861, 712822	
1.3.3.6	acyl-CoA oxidase	Homo sapiens	ACOX1a and ACOX1b isoforms are encoded by a single gene	712913	
1.3.5.1	succinate dehydrogenase	Homo sapiens	-	654444, 656605, 684284, 686169, 686171, 686519, 686995, 687015, 687923, 687955, 687965, 687966, 687968, 688213, 688882, 688964, 689710, 697001, 697078, 697362, 697618, 697623, 698179, 700139, 711232, 712976, 724698, 741795	
1.3.5.1	succinate dehydrogenase	Homo sapiens	gene SDHB; subunit B encoding gene SDHB	687110	
1.3.5.1	succinate dehydrogenase	Homo sapiens	gene SDHC; subunit C encoding gene SDHC	687110	
1.3.5.1	succinate dehydrogenase	Homo sapiens	genes SDHB and SDHD	686400	
1.3.5.1	succinate dehydrogenase	Homo sapiens	genes SDHC, SDHD, and SDHB	684284	
1.3.5.1	succinate dehydrogenase	Homo sapiens	genes SDHD and SDHB	686399	
1.3.5.1	succinate dehydrogenase	Homo sapiens	patients with pheochromocytomas or paragangliomas	687963	
1.3.5.1	succinate dehydrogenase	Homo sapiens	proteins SDHA, SDHB, SDHC, and SDHD	762781, 762895	
1.3.5.1	succinate dehydrogenase	Homo sapiens	subunit encoding genes SDHA, and SDHD	687110	
1.3.5.1	succinate dehydrogenase	Homo sapiens	succinate dehydrogenase	391135	
1.3.5.1	succinate dehydrogenase	Xanthomonas oryzae pv. oryzae	subunit SdhA	713193	
1.3.5.1	succinate dehydrogenase	Xanthomonas oryzae pv. oryzae	subunit SdhB	713193	
1.3.5.1	succinate dehydrogenase	Xanthomonas oryzae pv. oryzae ZJ173	subunit SdhA	713193	
1.3.5.1	succinate dehydrogenase	Xanthomonas oryzae pv. oryzae ZJ173	subunit SdhB	713193	
1.3.5.2	dihydroorotate dehydrogenase (quinone)	Homo sapiens	-	390920, 390921, 390922, 390923, 390924, 390925, 390926, 391246, 654974, 672109, 675294, 675315, 675614, 684555, 696289, 697767, 699460, 700138, 712071, 712147, 725670, 740844, 740847, 762769, 762791, 762998, 763351, 763527	
1.3.5.2	dihydroorotate dehydrogenase (quinone)	Homo sapiens	recombinant protein	390926, 391241, 391242	
1.3.5.2	dihydroorotate dehydrogenase (quinone)	Homo sapiens	recombinant truncated enzyme	656088	
1.3.5.2	dihydroorotate dehydrogenase (quinone)	Homo sapiens	truncated recombinant protein	390922, 391233	
1.3.5.2	dihydroorotate dehydrogenase (quinone)	Homo sapiens	U937 membranes	390923	
1.3.8.1	short-chain acyl-CoA dehydrogenase	Clostridium homopropionicum	-	697969	
1.3.8.1	short-chain acyl-CoA dehydrogenase	Homo sapiens	-	391201, 654618, 656811, 672003, 672004, 676021, 687031, 687945, 689006, 689021, 689030, 689191, 700228, 712123, 712126, 712650, 713043, 725613	
1.3.8.1	short-chain acyl-CoA dehydrogenase	Homo sapiens	gene ACADS	725105, 725641	
1.3.8.1	short-chain acyl-CoA dehydrogenase	Syntrophomonas wolfei	-	391303	
1.3.8.4	isovaleryl-CoA dehydrogenase	Homo sapiens	-	391201, 391206, 391209, 391211, 391212, 391214, 391220, 654890, 655248, 656288, 689020, 699381, 725099, 742009	
1.3.8.4	isovaleryl-CoA dehydrogenase	Homo sapiens	expressed in Escherichia coli	676020	
1.3.8.4	isovaleryl-CoA dehydrogenase	Homo sapiens	genetic mutation profile of isovaleric acidemia patients in Taiwan	676033	
1.3.8.5	short-chain 2-methylacyl-CoA dehydrogenase	Homo sapiens	-	655243, 656162	
1.3.8.6	glutaryl-CoA dehydrogenase (ETF)	Homo sapiens	-	391408, 391413, 391415, 656144, 656812, 671986, 672117, 672889, 685122, 685869, 688177, 688179, 688182, 689336, 689338, 711251, 711644, 723842, 742629, 743652, 762752	
1.3.8.6	glutaryl-CoA dehydrogenase (ETF)	Homo sapiens	black South African population	713046	
1.3.8.6	glutaryl-CoA dehydrogenase (ETF)	Homo sapiens	mature mitochondrial enzyme without targeting sequence	654767	
1.3.8.6	glutaryl-CoA dehydrogenase (ETF)	Homo sapiens	patient suffering glutaric aciduria type I	656439	
